Word,Frequency
东,33
大方,33
意外,33
高层,33
住客,33
正好,33
独特,33
条件,33
积极,33
充足,33
边上,33
改善,33
20,33
接受,33
我們,32
接,32
是不是,32
见到,32
非常感谢,32
明显,32
疫情,32
沙面,32
电话,32
大小,32
餐馆,32
汇,32
污渍,32
几步,32
呆,32
有求必应,31
刚刚,31
热情周到,31
有趣,31
时尚,31
别致,31
首选,31
解决问题,31
现在,31
评论,31
划算,31
特意,31
开车,31
美丽,31
桌子,31
少,30
那天,30
下午,30
爱彼迎,30
没想到,30
当天,30
分,30
闺蜜,30
大厦,30
花园,30
亲切,30
配置,30
非常适合,30
配有,30
灯光,29
一种,29
看电视,29
屋子里,29
狗狗,29
超多,29
名宿,29
超大,29
北京,29
脏,29
宝宝,29
小小的,29
液,29
样子,29
怕,29
惊艳,29
口,29
升级,29
享受,29
洗衣,29
被单,28
拥挤,28
签证,28
习惯,28
不行,28
洁癖,28
中间,28
女孩子,28
慢,28
屋主,28
差别,28
公交车,28
感到,28
热闹,28
公寓楼,28
说明,28
面积,28
牙膏,28
高档,28
淡淡的,28
纸巾,28
预想,28
潮湿,28
浪漫,28
施工,28
景观,28
订房,27
回忆,27
修路,27
比较满意,27
两晚,27
体贴,27
打电话,27
一条,27
几次,27
电视机,27
懂,27
周围环境,27
微波炉,27
有种,27
楼道,27
最近,27
飞机,27
下水道,27
乾淨,27
用具,27
妈妈,27
度过,27
安心,27
过程,27
公交车站,26
搞,26
住处,26
感动,26
烧,26
五羊,26
出现,26
整齐,26
真,26
忙,26
宜家,26
不敢,26
宽敞明亮,26
度,26
实物,26
全家,26
超出,26
钥匙,26
香味,26
想要,26
玩具,26
幸运,26
礼貌,26
airbnb,26
水壶,26
拉,26
不錯,26
柜子,26
陈家祠,26
小哥,26
复古,26
天台,26
星,25
估计,25
人员,25
套房,25
闹中取静,25
心情,25
买菜,25
正佳,25
白天,25
网上,25
网红,25
经历,25
有點,25
打扫卫生,25
水果店,25
价位,25
超近,25
小房间,25
窝,25
超值,25
早,25
氛围,25
淋浴,25
停车位,25
倒,25
市场,25
图,25
先,25
吹风机,25
地下,24
太古,24
很爽,24
心思,24
回覆,24
柔软,24
回到,24
角落,24
她家,24
认识,24
押金,24
块,24
煮,24
是因为,24
充满,24
不高,24
地道,24
露台,24
随便,24
万胜围,24
不好意思,24
景区,24
衣架,24
有待,24
一如既往,23
办理,23
低,23
餐饮,23
在家,23
波波,23
一只,23
來,23
厨房用具,23
米,23
反馈,23
环境优美,23
聊聊天,23
忘记,23
舒适度,23
姐妹,23
遗憾,23
吃吃喝喝,23
公司,23
小小,23
世界,23
门禁卡,23
当时,23
像是,23
窗台,23
沙发床,23
市区,23
城市,23
插座,23
洗完,23
起床,23
一层,23
建筑,23
开阔,23
理解,23
很差,23
简洁,23
询问,23
空气,23
退款,23
水压,22
严重,22
自带,22
极佳,22
饮食,22
保洁,22
晾衣服,22
不难,22
真实,22
车,22
仔细,22
超快,22
肯定,22
感覺,22
认真,22
飘窗,22
以前,22
一套,22
停,22
冬天,22
ins,22
日用品,22
记得,22
门禁,22
星星,22
门锁,22
两张床,22
简陋,22
干湿,22
博物馆,22
排队,22
没法,22
清洁费,22
三口,22
祝,22
越秀,22
客村,21
夸,21
整理,21
分离,21
钱,21
下雨,21
东站,21
头发,21
邨,21
即可,21
路线图,21
池,21
人来,21
再住,21
散步,21
刷卡,21
滴,21
制冷,21
猫猫,21
大楼,21
号,21
挑剔,21
遮光,21
公里,21
需,21
虽小,21
大气,21
夜晚,21
更是,20
离美,20
提高,20
老人,20
包括,20
蚊香,20
见,20
寄,20
宵夜,20
有时候,20
天花板,20
清理,20
视频,20
良好,20
店家,20
摆件,20
情调,20
身份证,20
環境,20
价钱,20
优惠,20
放在,20
旅途,20
挺棒,20
人好,20
套,20
略,20
夜游,20
人性化,20
還是,20
吊椅,20
吹风,20
猫咪,20
实用,20
领事馆,20
店铺,20
上楼,20
印象,20
收费,20
澡,20
洗浴,20
天河城,20
服务周到,20
突然,20
功能,20
西塔,20
点多,20
拥有,19
吃货,19
性,19
锁,19
比住,19
具体,19
看得出来,19
走廊,19
链接,19
酒店式,19
进屋,19
地上,19
留下,19
闷,19
软软,19
环境卫生,19
商业街,19
风情,19
沒,19
提,19
差点,19
规划,19
香薰,19
定位,19
十几分钟,19
工地,19
一位,19
山口,19
设置,19
霉味,19
之间,19
西关,19
网速,19
30,19
逛逛,19
正常,19
打卡,19
垃圾桶,19
如图,18
一分钟,18
是否,18
耳塞,18
快递,18
一栋,18
欢乐,18
关心,18
开关,18
好久,18
街,18
杯子,18
插头,18
优秀,18
满满的,18
停车费,18
花,18
快速,18
三点,18
考试,18
洗面奶,18
一流,18
摆放,18
挂,18
高级,18
力,18
家电,18
711,18
地鐵站,18
重新,18
餐桌,18
大大的,18
给我发,18
犹豫,18
全是,18
一般般,18
跑,18
水果,18
鸡,18
讚,18
照顾,18
基础设施,18
助理,18
意见,18
太多,18
尝试,18
邻居,18
约,18
一住,18
加强,18
CBD,18
二十分钟,18
广交会,18
俱全,18
很软,18
他家,18
黑,17
广州东站,17
打扰,17
人间,17
物超所值,17
响,17
梳子,17
喝茶,17
共享,17
一边,17
太差,17
較,17
居家,17
浴缸,17
稍,17
古董,17
国庆,17
窗,17
很全,17
依然,17
当晚,17
前面,17
总是,17
未,17
最舒服,17
租客,17
稳定,17
穿,17
麦当劳,17
兴盛,17
完备,17
在线,17
番禺,17
巷子,17
十足,17
太阳,17
治安,17
快乐,17
早晨,17
旁,17
安全性,17
商城,17
度假,17
矿泉水,17
原本,17
陈旧,17
太晚,17
提出,17
跳闸,17
难受,17
熟悉,17
成为,17
芝麻街,16
美的,16
踩,16
不符,16
一会,16
水龙头,16
原来,16
煮饭,16
吵闹,16
至少,16
bobo,16
一条街,16
咯,16
疑问,16
擦,16
天天,16
总,16
答复,16
精美,16
听见,16
底下,16
别墅,16
會,16
体育,16
工作人员,16
导航,16
区别,16
两张,16
出去玩,16
100,16
一出,16
临近,16
小孩子,16
发送,16
洗衣服,16
200,16
区内,16
蛮高,16
最最,16
一段,16
进出,16
父母,16
确认,16
一句,16
暖,16
於,16
懒人,16
妹妹,16
做好,16
居,16
挑,16
电,16
房门,16
星巴克,16
家里人,16
试试,16
增加,16
大厅,16
忘,16
小吃店,16
登记,16
调,16
大门,16
卫生条件,16
优雅,16
全面,16
满满,16
话,16
很脏,16
干干净净,16
刷,16
提升,15
社区,15
奶茶,15
白云山,15
两次,15
解释,15
搭配,15
房价,15
影院,15
上传,15
错过,15
专业,15
一块,15
程度,15
路边,15
客户,15
图文,15
给出,15
半个,15
没用,15
电影院,15
滑梯,15
错,15
問題,15
掉,15
整潔,15
字,15
大型商场,15
大声,15
医院,15
公用,15
一看,15
下去,15
茶具,15
廣州,15
生意兴隆,15
绝佳,15
撞,15
值,15
本次,15
闹市,15
闻到,15
极好,15
了解,15
显示,15
几百米,15
软装,15
制热,15
安全感,15
品质,15
累,15
妹子,15
老公,15
整栋,15
几点,15
客气,15
爸妈,15
行李箱,15
衣柜,15
同意,15
小强,15
电器,15
地理环境,15
放松,15
夏天,15
文艺,15
50,15
一会儿,15
挤,15
三楼,15
火车站,14
户型,14
修,14
看出,14
精心,14
分鐘,14
一进,14
很晚,14
一个月,14
半小时,14
配,14
想来,14
声,14
生活气息,14
民国,14
很足,14
飘,14
平时,14
终于,14
好用,14
游客,14
體驗,14
奈斯,14
老式,14
夜宵,14
有事,14
街道,14
电磁炉,14
同样,14
窄,14
咨询,14
老鼠,14
暖气,14
娃,14
周末,14
镜子,14
炒,14
色调,14
有意思,14
右边,14
喷头,14
决定,14
分享,14
处,14
搭,14
品味,14
开着,14
答应,14
椅子,14
贴,14
头,14
化妆棉,14
事,14
晒,14
美美,14
猫,14
雅致,14
床头,14
厨房设施,14
装潢,14
路痴,14
插曲,14
固定,14
害怕,14
比价,14
溜达,14
西,14
张,14
两步,14
喜歡,14
路口,14
大型,14
阁楼,14
转,14
总得来说,14
一眼,14
位,14
清爽,14
教,14
缺陷,13
一大早,13
动物园,13
店主,13
欣赏,13
时光,13
洗澡水,13
各项,13
高度,13
家居,13
抱歉,13
物业,13
租,13
我会,13
起步价,13
安利,13
计划,13
锅,13
房卡,13
带来,13
B,13
完全一致,13
十分满意,13
指导,13
顺便,13
属于,13
长,13
改造,13
这套,13
奶思,13
好会,13
舒適,13
喜,13
抱,13
玩得,13
臭味,13
展会,13
利用,13
强,13
显得,13
美观,13
备用,13
愉悦,13
隐私,13
蛮近,13
洗洁精,13
小巷子,13
办,13
延迟,13
关注,13
星期,13
爽快,13
发了,13
购买,13
碰到,13
虫子,13
梦幻,13
商店,13
模糊,13
无论是,13
年轻人,13
部分,13
hhh,13
我要,13
聊,13
反应,13
文化,13
见面,13
一路,13
讲,13
甜品,13
卡,13
40,13
太软,13
拍拍,13
共用,13
一大,13
feel,13
一小,13
娱乐,13
愁,13
箱子,13
一米,13
咬,13
鸭,13
超过,13
只不过,13
一分,13
翻身,13
房费,13
出发,13
很难,13
一级,13
美食城,13
群里,13
台,12
调味料,12
充电,12
一把,12
肠粉,12
鐵站,12
类型,12
个人感觉,12
炒鸡,12
外,12
给予,12
两分钟,12
没错,12
庆幸,12
音响,12
心里,12
特殊,12
喜茶,12
民俗,12
表白,12
好点,12
结构,12
封顶,12
仿佛,12
越来越,12
自主,12
住户,12
还会选,12
活动,12
刚到,12
你家,12
特地,12
换洗,12
几间,12
火锅,12
做菜,12
取消,12
天桥,12
一夜,12
宽,12
美国,12
老字号,12
参加,12
包装,12
打个,12
单车,12
先生,12
茶几,12
各大,12
差距,12
爽,12
幸福感,12
太高,12
一人,12
墙壁,12
电饭煲,12
超級,12
太棒,12
空气清新,12
气息,12
小食店,12
人情味,12
单间,12
街区,12
整套,12
有点儿,12
灰,12
操作,12
茶餐厅,12
琶,12
送过来,12
扔,12
表扬,12
落地,12
三次,12
對,12
有轨电车,12
一堆,12
日系,12
温度,12
烘干,12
一整天,12
太大,12
拖,12
小贴士,12
赶紧,12
打算,12
上盖,12
恶心,12
幸好,12
姑娘,12
WebsitehiddenbyAirbnb,12
措施,12
方便快捷,11
写字楼,11
弹簧,11
高铁,11
价比高,11
护发素,11
糟糕,11
樓下,11
南村,11
成功,11
棉签,11
留,11
好闻,11
表示,11
小米,11
地理,11
中途,11
商业区,11
出门在外,11
出乎意料,11
好客,11
亮,11
三分钟,11
高住,11
咖啡,11
愿意,11
齐备,11
打开门,11
主卧,11
铺,11
修理,11
费用,11
两,11
一站,11
地面,11
网红店,11
衣物,11
晒太阳,11
薄,11
年代,11
保证,11
白色,11
喝酒,11
怀旧,11
谨慎,11
敞亮,11
味,11
酒吧,11
要说,11
严格,11
订单,11
只住,11
外出,11
暖和,11
太漂亮,11
注意事项,11
层,11
范围,11
临街,11
墙上,11
清潔,11
超有,11
看中,11
塔尖,11
秋千,11
下水,11
遥控器,11
18,11
收到,11
熱情,11
马桶盖,11
艺术,11
月,11
天河区,11
Dorcas,11
绕,11
一到,11
无可挑剔,11
不贵,11
房型,11
一半,11
茶楼,11
双人床,11
叫外卖,11
城,11
带走,11
特,11
好几个,11
醒,11
洗手台,11
不用说,11
bnb,11
式,11
亮点,11
想着,11
正,11
相信,11
一樣,11
中午,11
短,11
一下子,11
間,11
11,11
说实话,11
客观,11
洗手,11
落,11
关系,11
道,11
之旅,11
胡桃,11
第一个,11
年,11
保持,11
墙,11
存在,11
超爱,11
小虫子,11
丰富,11
来到,11
成,11
团队,11
晾晒,11
客房,11
闻,11
综合,11
车位,11
能住,11
齐,11
帘子,11
好喝,11
大型超市,10
道歉,10
太矮,10
方向,10
点个,10
重,10
卫生纸,10
房里,10
小吃街,10
耶,10
优质,10
学习,10
追求,10
安华汇,10
纸,10
400,10
够用,10
晚点,10
先说,10
控制,10
走走,10
一点多,10
拒绝,10
私密性,10
敲门,10
一個,10
爆棚,10
发消息,10
难闻,10
时期,10
過來,10
线路,10
明确,10
好友,10
现代,10
两间房,10
改,10
放置,10
四天,10
留意,10
理想,10
適合,10
晾,10
近离,10
安全系数,10
卫浴,10
瑕疵,10
疯狂,10
怀念,10
饼干,10
团建,10
香,10
学校,10
插,10
推薦,10
老板娘,10
一件,10
太赞,10
整體,10
万博,10
困扰,10
清香,10
以外,10
极高,10
画,10
佳,10
16,10
女孩,10
想到,10
线,10
超超,10
齊全,10
相关,10
有用,10
难忘,10
家庭影院,10
架子,10
保障,10
吧台,10
墙面,10
层高,10
药店,10
没话说,10
good,10
现实,10
大人,10
眼前一亮,10
身高,10
历史,10
話,10
大屏幕,10
汽车,10
小巧,10
枕套,10
站台,10
热情服务,10
直望,10
黄沙,10
系统,10
讲解,10
碰,10
茶点,10
饭馆,10
木质,10
啊啊啊,10
人生,10
沒有,10
修好,10
走进,10
次,10
双床,10
住所,10
宾馆,10
窗边,10
开窗,10
心善,10
困难,10
考研,10
方式,10
良心,10
换成,10
达,10
入睡,10
弯腰,10
大半夜,10
门外,10
一厅,10
圈,10
硬件,10
ps,10
怀疑,10
出租,10
海珠,10
左边,10
紧张,10
太太,10
两边,10
亲子,10
泡泡,10
离长,9
总结,9
五个,9
500,9
儿童,9
合住,9
暖暖的,9
师傅,9
红酒,9
其他人,9
考虑一下,9
过个,9
千万,9
有喜,9
自驾,9
小家,9
配合,9
厚,9
大部分,9
越做越,9
蛮大,9
美滋滋,9
参考,9
角度,9
一台,9
呜呜,9
全身,9
两三分钟,9
尽力,9
忍受,9
真是太,9
便,9
死,9
石牌,9
包,9
依旧,9
正在,9
一处,9
垫,9
用餐,9
体现,9
第三次,9
半天,9
气味,9
粉粉,9
乐于,9
相比,9
遇上,9
隔天,9
不便,9
厉害,9
前一天,9
不上,9
给力,9
早就,9
中国,9
舊,9
拿到,9
早点,9
還有,9
中要,9
展馆,9
旅客,9
带有,9
北欧,9
PhonenumberhiddenbyAirbnb,9
茶叶,9
私人,9
巨幕,9
广州市,9
害,9
极差,9
义工,9
還會,9
压抑,9
听说,9
发生,9
著名,9
中轴线,9
冷水,9
靠着,9
今天,9
每天晚上,9
冲凉,9
黏,9
相片,9
连锁,9
好太多,9
车站,9
个性,9
两家,9
有大,9
车流,9
b,9
坐车,9
强推,9
具有,9
应有,9
码头,9
像家,9
响应,9
前会,9
就行,9
晒衣服,9
无比,9
我家,9
消毒液,9
說,9
第一眼,9
透气,9
城中村,9
乐园,9
卸妆,9
海心沙,9
秀,9
木板,9
很多很多,9
時間,9
款待,9
收藏,9
舍不得,9
管家人,9
人美,9
儿子,9
更新,9
两瓶,9
十,9
吵醒,9
洗护,9
踏实,9
室内设计,9
女儿,9
通知,9
颜色,9
最大,9
大排档,9
多人,9
完成,9
形容,9
商量,9
三晚,9
避免,9
调整,9
搬,9
油,9
高速,9
引导,9
基本一致,9
设计师,9
发霉,9
不知,9
老人家,9
太低,9
送到,9
吃个,9
脚,9
广东,9
装,9
不失,9
办事,9
上次,9
化妆,9
认为,9
华师,9
一段时间,9
敏感,9
男友,9
发来,9
男票,8
备有,8
流量,8
多一点,8
购物广场,8
挺高,8
镜,8
年轻,8
口味,8
顺德,8
有名,8
纱窗,8
独栋,8
短暂,8
平方,8
WIFI,8
基础,8
南,8
奇怪,8
安逸,8
洗手池,8
再见,8
大海,8
漏,8
喊,8
婚纱,8
好近,8
破,8
比心,8
吸引,8
洗发露,8
降温,8
仙女,8
光顾,8
為,8
男生,8
公仔,8
沟通交流,8
小住,8
粉嫩,8
蹭,8
国内,8
打理,8
很美,8
入口,8
两间,8
窗口,8
通透,8
狭窄,8
滿意,8
300,8
成熟,8
动,8
外地,8
指路,8
抵达,8
太吵,8
有空,8
经营,8
破旧,8
新装修,8
吓人,8
排水,8
轻松,8
窗上,8
效率,8
舍得,8
无语,8
书,8
浅,8
实际上,8
舒适性,8
咖啡店,8
走到,8
放弃,8
稍稍,8
华润,8
收,8
小窝,8
张床,8
真正,8
小厨房,8
起球,8
碗筷,8
没差,8
幸福,8
酒吧街,8
创意,8
单独,8
说好,8
跳,8
无奈,8
酒杯,8
自备,8
棒极了,8
凳子,8
图书馆,8
高离,8
之外,8
煤气炉,8
食肆,8
D,8
洗个,8
热情接待,8
灶台,8
前一晚,8
付,8
太近,8
廚具,8
狗,8
强烈,8
食店,8
舒适感,8
反映,8
太短,8
复式楼,8
蓝色,8
60,8
跟着,8
找出,8
耐性,8
坑,8
大道,8
及时处理,8
大堂,8
放假,8
屋,8
风扇,8
暖心,8
不像,8
干,8
想不到,8
跨年,8
维修,8
最佳,8
Kam,8
麻将桌,8
老广,8
吖,8
内容,8
亲,8
前往,8
滑,8
被罩,8
村,8
床位,8
玩儿,8
银记,8
慢慢,8
盒子,8
三张,8
身上,8
煮食,8
万,8
冷水澡,8
档次,8
酒家,8
十五分钟,8
shopping,8
內,8
卫生设施,8
点心,8
谱,8
条,8
送来,8
消费,8
顶楼,8
受不了,8
样样,8
一摸,8
派,8
坐落,8
到家,8
很慢,8
清洗,8
度假区,8
忽冷忽热,8
准确,8
一大堆,8
垃圾袋,8
中华,8
玻璃,8
的士,8
晚餐,8
老婆,8
太慢,8
不让,8
贼,8
空間,8
溫馨,8
人士,8
椅,8
一部分,8
就行了,8
较大,8
松,8
意思,8
天亮,8
水温,8
香港,8
核心,8
问候,8
凉快,8
古色古香,8
网,8
图上,8
所得,8
vip,8
块钱,8
與,8
位子,8
如图所示,8
连不上,8
直,8
不论是,8
不安,8
过年,8
烘干机,8
三四个,8
不介意,8
乐高,8
添加,8
物业管理,7
十多分钟,7
豪宅,7
34,7
app,7
进行,7
锅碗瓢盆,7
好大,7
夜,7
走过,7
常住,7
肯德基,7
无聊,7
w,7
打包,7
陪,7
商业中心,7
一段距离,7
昨天,7
那家,7
总体而言,7
近去,7
k11,7
一觉,7
五六分钟,7
中小,7
日常,7
這裡,7
付费,7
饿,7
吃住行,7
一群,7
K11,7
同学,7
休闲,7
流程,7
两点,7
摆在,7
挑选,7
所见即,7
米左右,7
小店,7
身,7
后悔,7
检查,7
隔,7
不近,7
猎德,7
最高,7
有点像,7
培训,7
绿色,7
桥,7
不远处,7
游戏,7
电脑,7
颜值,7
万家,7
明明,7
段距离,7
晚饭,7
管理员,7
翻新,7
发过来,7
两室,7
纵横,7
过后,7
更近,7
两人,7
超乎,7
托,7
走心,7
车库,7
抽纸,7
类似,7
再订,7
靠窗,7
宿舍,7
得知,7
自驾游,7
前提,7
钟,7
好棒,7
淋浴间,7
性價,7
耽误,7
看不到,7
冷气,7
圖片,7
整天,7
幫,7
只用,7
矮,7
气氛,7
好好看,7
结束,7
高性价比,7
滴水,7
距離,7
玩耍,7
商铺,7
烧烤,7
高清,7
廉价,7
西城,7
屋內,7
老街,7
xbox,7
天地,7
调节,7
无限,7
补充,7
堵,7
看小蛮,7
不住,7
謝謝,7
蛋糕,7
烹饪,7
睡不着,7
不過,7
发呆,7
一周,7
文字,7
蓝牙,7
坊,7
A,7
台阶,7
购物中心,7
治愈,7
傍晚,7
Airbnb,7
居民区,7
什麼,7
垫子,7
下厨,7
tips,7
充电器,7
游,7
掉下来,7
两条,7
如实,7
没见,7
赞赞,7
观赏,7
没睡,7
好觉,7
唱歌,7
理由,7
乘坐,7
配齐,7
新天地,7
增添,7
很矮,7
一趟,7
满,7
美照,7
运气,7
離地,7
有股,7
假期,7
小时候,7
一行,7
投影设备,7
流畅,7
洁净,7
饭,7
同行,7
近距离,7
听歌,7
好床,7
糖水,7
朋友家,7
几家,7
群,7
人会,7
居点,7
没事,7
移动,7
关,7
无差别,7
步,7
随处可见,7
这栋,7
出色,7
第三,7
意识,7
安装,7
巨,7
菱汇,7
长住,7
取,7
顿,7
适中,7
泡茶,7
公车站,7
气,7
沿江,7
十点,7
标准,7
一圈,7
太美,7
尘,7
服务到位,7
优势,7
相遇,7
八分钟,7
着床,7
加个,7
对不起,7
中山,7
浓浓的,7
本地人,7
招牌,7
很久没,7
欧式,7
痒,7
一百个,7
用过,7
恰到好处,7
陈设,7
这方面,7
日常用品,7
绿植,7
食物,7
